iteration,trainRMSE
0,"[1024.1987253189197, 1024.2336976499957, 1029.2005880855277, 1029.2117525468445, 1029.7318421171817]"
2500,"[767.2470618098196, 765.8822101353228, 769.9696311547887, 768.4684014745078, 769.0856419055218]"
5000,"[750.8861423761813, 761.9481706309156, 765.7172028446821, 764.8410681462077, 760.3100325371097]"
7500,"[748.688273354163, 760.7966815679927, 759.9628688678313, 754.1816845378315, 728.5732672017859]"
10000,"[747.7937809263011, 760.3933546320466, 757.1048485338707, 750.4069620975766, 714.2316751157645]"
12500,"[744.8472427594027, 757.4702426211884, 754.7990997206468, 738.9101321973982, 686.859070226869]"
15000,"[748.0356412288106, 756.4577018197676, 756.0705844438813, 746.2046605840105, 702.0179566464255]"
17500,"[739.2556895087855, 754.7530807570593, 749.8336595267646, 730.4053893889127, 668.0422385892484]"
20000,"[745.7693632749202, 754.5949385220149, 753.6610197878593, 741.4156971297049, 685.3383995283746]"
22500,"[735.2690798711749, 751.9394810059968, 748.8130307043299, 715.1507337274796, 640.1455465182747]"
25000,"[731.6852950331025, 748.4174418832637, 742.5607230358314, 712.6946611485365, 650.9596419371704]"
27500,"[742.0138265206718, 759.0630623539735, 763.6599696246438, 748.4218611839634, 715.2365199326623]"
30000,"[736.8686205281444, 755.1028237999407, 751.997391796873, 721.6168322437336, 686.250129275285]"
32500,"[739.7779873926537, 753.9968526170188, 742.6586450806591, 705.4439404433506, 655.2088741060962]"
35000,"[743.5967295399223, 753.0661783751352, 743.6384957017293, 696.5402781329786, 644.1956433503909]"
37500,"[760.4361279843624, 763.5256430430269, 766.441578654024, 753.615976866788, 761.6426023034776]"
40000,"[737.57933729832, 749.3120567666591, 746.6424266424102, 728.802333004302, 708.5515630572324]"
42500,"[733.7660565301834, 747.961004022648, 744.7127601933506, 723.2382901637908, 717.4434286657538]"
45000,"[730.3888540916557, 749.2214432635213, 746.0368793731589, 734.6663204074208, 722.889512572029]"
47500,"[739.0564307676428, 745.3889351797204, 747.1086241934646, 724.5167741577923, 709.0887707582159]"
50000,"[742.75007154443, 754.9926894610293, 749.2069053095532, 750.7417879067957, 716.0156566833074]"
52500,"[749.796275950734, 761.8193067478002, 762.8856123908566, 762.6987557658038, 772.9117649800031]"
55000,"[740.9440636992665, 750.3323822707188, 750.4024283606823, 738.7465876890691, 713.986953096921]"
57500,"[734.7090262692786, 748.0868951255993, 753.9502977730851, 745.8362746224321, 739.1781987654931]"
60000,"[734.0454211363307, 751.9730455303414, 743.9522229980547, 732.2110527721701, 718.6219649228738]"
62500,"[736.0038921156523, 754.42805250931, 746.744765717874, 753.1541833376588, 728.4643196915611]"
65000,"[768.4466687852796, 766.3166256452245, 765.5268792818265, 767.4170458798268, 767.6970005631524]"
67500,"[760.1607801742243, 752.2310829676564, 746.5568775828685, 743.729565803979, 742.1278325383898]"
